Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85,Sample86,Sample87,Sample88,Sample89,Sample90,Sample91,Sample92,Sample93,Sample94,Sample95,Sample96,Sample97,Sample98,Sample99,Sample100,Sample101,Sample102,Sample103,Sample104,Sample105,Sample106,Sample107,Sample108,Sample109,Sample110,Sample111,Sample112,Sample113,Sample114,Sample115,Sample116,Sample117,Sample118,Sample119,Sample120,Sample121,Sample122,Sample123,Sample124,Sample125,Sample126,Sample127,Sample128,Sample129,Sample130,Sample131,Sample132,Sample133,Sample134,Sample135,Sample136,Sample137,Sample138,Sample139,Sample140,Sample141,Sample142,Sample143,Sample144,Sample145,Sample146,Sample147,Sample148,Sample149,Sample150,Sample151,Sample152,Sample153,Sample154,Sample155,Sample156,Sample157,Sample158,Sample159,Sample160,Sample161,Sample162,Sample163,Sample164,Sample165,Sample166,Sample167,Sample168,Sample169,Sample170,Sample171,Sample172,Sample173,Sample174,Sample175,Sample176,Sample177,Sample178,Sample179,Sample180,Sample181,Sample182,Sample183,Sample184,Sample185,Sample186,Sample187,Sample188,Sample189,Sample190,Sample191,Sample192,Sample193,Sample194,Sample195,Sample196,Sample197,Sample198,Sample199,Sample200,Sample201,Sample202,Sample203,Sample204,Sample205,Sample206,Sample207,Sample208,Sample209,Sample210,Sample211,Sample212,Sample213,Sample214,Sample215,Sample216,Sample217,Sample218,Sample219,Sample220,Sample221,Sample222,Sample223,Sample224,Sample225,Sample226,Sample227,Sample228,Sample229,Sample230,Sample231,Sample232,Sample233,Sample234,Sample235,Sample236,Sample237,Sample238,Sample239,Sample240,Sample241,Sample242,Sample243,Sample244,Sample245,Sample246,Sample247,Sample248,Sample249,Sample250,Sample251,Sample252,Sample253,Sample254,Sample255,Sample256,Sample257,Sample258,Sample259,Sample260,Sample261,Sample262,Sample263,Sample264,Sample265,Sample266,Sample267,Sample268,Sample269,Sample270,Sample271
0.00399,0.01208,2.82433,0.25732,0.00951,0.0056,0.0155,0.00524,0.0331,0.1728,0.01557,8.08826,0.009,0.03434,0.28871,0.42516,0.01959,0.00483,0.02775,0,0.00719,0.01608,0,0.33844,0.01034,0.07998,0.75162,0.05757,0,0,0.04548,0,0.35209,0.11686,0.00727,0.00715,0.55809,0,0.00613,0.02851,0,0,0.03176,0.00823,0.01417,0.01904,0.24117,0.74553,0.0316,0.0785,0.00677,0.04976,0.03349,0.01473,0.00246,0.01253,4.35156,0.52993,0.39684,0.04833,0.06328,0.00761,0.00178,0,0.55697,0.75213,0.01847,0.02123,0.07491,0,0.01495,0.87374,0.03796,0.35556,0.00025,0.00585,0.22866,0.00291,0.7143,0.00452,0.22621,0.00899,0.01974,0.0414,0.04605,0.11289,0.16671,0.01957,0.00788,0.01724,0.02474,0.03016,0,0.01487,0.03572,0.00889,0.00996,0.4291,0.01657,0.1768,0.05628,0,0.00452,0.8252,0.43032,2.14873,0.10591,0.26533,0.19131,0.05276,0.02901,0.01039,0.01171,2.0339,0,0.0194,0.01284,3.51389,0.01376,0,0.08907,0,0.4546,0.09185,0.00494,0.04285,0.01811,0.00172,0.00803,0,0.02342,0.00314,0,0.08723,0.07753,0.1217,0,0.05196,0.05611,0.02133,0,0.03256,0.7771,0.00716,0,0.02703,0.01096,0.00521,0,0.00649,0.00882,0,0.01115,0,0.00309,0.00936,0.01082,0.04173,0,0,0.63245,0,0.38767,0.78039,0,0.01462,0.43726,0,0.01861,0,3.59869,0.00039,0,0.01902,0.01892,5.376,0.02018,0,0.00655,0.01908,1.43281,0.00701,0.04654,0.05267,0.00662,0.08866,0,0.43023,0.01074,0.13631,0,0.06434,0.00961,3.2818,0.9383,0.01457,0.00142,0,0.01455,0.5819,0,0.01168,0.00996,0.02646,0.0311,0.00899,0.04802,0.00258,0.01293,0,0.00118,0,0.11664,0.00665,0.00089,0,0.51729,0.03085,0.00438,0.00901,0.10944,1.10865,0.83085,0,0,0.19927,0.01319,0.11679,0.01268,0.00193,0,0.00642,0.02332,0.00492,0.04556,0,1.09315,0.0052,0.00081,0.00082,0.03,2.0115,0.02388,0,0.07328,0.00033,0,0.0067,0.0025,0.03335,0.02675,3.6125,0.00419,0.00189,0,0.04389,0.06173,0.00944,0,0.62549,0.00799,0.00872,0,0.0212,4.13858,1.76943,0.01665,0.00136,3.16087,0.04996,0.01536
0,0,0,2.26471,0.48953,0.00271,1.73748,0.00532,0,0,0,0.01177,0.22134,0,0.00983,0.00053,2.38004,0.14768,2.18211,0,0,0,0.0134,0,0,0,0,0,0,0,0,0,0.15162,0,0,1.96081,0,0,0,0.04514,0,0.00437,0,0,0.10254,0.09927,0.26523,1.40442,0.32469,0,0,0.31472,0,0,0.0524,0,0.10333,0,0,0.04862,0.00117,0,0,0.18932,0,0.03097,0,0,0,0.02367,0.36939,0,0,0.04175,0,0.01179,0,0,0,0.00742,0,0.05975,0.02292,0.95904,0.02973,0.36974,0.01597,0,0.29341,0,1.67758,0.55355,0.00168,0,0,0.69977,0.20265,0,0,0,0.03439,0,0,4.46334,0.32932,0.00983,1.54198,0.81359,0.00959,0,0,3.28292,0,0.05068,0.69978,0,0,0,0,0,0.02574,0,0,0.14457,0,0,0,0.76516,0,0,0,0,0.01648,0,0.0729,0.05137,0,0,0,0,0,3.58263,0,0,4.42837,1.42313,0,0.11229,0,0,0.46244,0,0,0,0,0.10342,0,0,0.00844,9.83582,0,0,0,0,4.75557,0.00848,0,3.55708,0,0,0,0.01524,0,4.78763,2.50238,0.00449,0.04346,0,1.36851,0,0.08232,0,0,0.00692,0,0.25267,0,0.30989,0.31492,0.00123,0.58743,1.53159,0,0.84414,0.76502,0.00349,0,0.13564,0,0.00372,0.42306,0.32285,0,0,0,0.29215,2.95185,0,0.17455,0.45364,0,0.1152,0.05871,0,0.0292,0,0,0,2.12252,0,0,0,0.0113,0.01632,0.82487,0,0,0,0.18883,0,0.00139,0,0,0,0.00491,0,0,2.55081,0,0,0,0.02784,0.00165,0,0.1784,0,0.73405,0,0,0,0.06063,0,0,0.06695,0,0,0.51007,0,0.00224,0,0,0,0,0,0,0,0,0,0.00333,0,0.02834
0,0,0,2.26471,0.48953,0.00271,1.73748,0.00532,0,0,0,0.01177,0.22134,0,0.00983,0.00053,2.38004,0.14768,2.18211,0,0,0,0.0134,0,0,0,0,0,0,0,0,0,0.15162,0,0,1.96081,0,0,0,0.04514,0,0.00437,0,0,0.10254,0.09927,0.26523,1.40442,0.32469,0,0,0.31472,0,0,0.0524,0,0.10333,0,0,0.04862,0.00117,0,0,0.18932,0,0.03097,0,0,0,0.02367,0.36939,0,0,0.04175,0,0.01179,0,0,0,0.00742,0,0.05975,0.02292,0.95904,0.02973,0.36974,0.01597,0,0.29341,0,1.67758,0.55355,0.00168,0,0,0.69977,0.20265,0,0,0,0.03439,0,0,4.46334,0.32932,0.00983,1.54198,0.81359,0.00959,0,0,3.28292,0,0.05068,0.69978,0,0,0,0,0,0.02574,0,0,0.14457,0,0,0,0.76516,0,0,0,0,0.01648,0,0.0729,0.05137,0,0,0,0,0,3.58263,0,0,4.42837,1.42313,0,0.11229,0,0,0.46244,0,0,0,0,0.10342,0,0,0.00844,9.83582,0,0,0,0,4.75557,0.00848,0,3.55708,0,0,0,0.01524,0,4.78763,2.50238,0.00449,0.04346,0,1.36851,0,0.08232,0,0,0.00692,0,0.25267,0,0.30989,0.31492,0.00123,0.58743,1.53159,0,0.84414,0.76502,0.00349,0,0.13564,0,0.00372,0.42306,0.32285,0,0,0,0.29215,2.95185,0,0.17455,0.45364,0,0.1152,0.05871,0,0.0292,0,0,0,2.12252,0,0,0,0.0113,0.01632,0.82487,0,0,0,0.18883,0,0.00139,0,0,0,0.00491,0,0,2.55081,0,0,0,0.02784,0.00165,0,0.1784,0,0.73405,0,0,0,0.06063,0,0,0.06695,0,0,0.51007,0,0.00224,0,0,0,0,0,0,0,0,0,0.00333,0,0.02834
0,0,0,2.26471,0.48953,0.00271,1.73748,0.00532,0,0,0,0.01177,0.22134,0,0.00983,0.00053,2.38004,0.14768,2.18211,0,0,0,0.0134,0,0,0,0,0,0,0,0,0,0.15162,0,0,1.96081,0,0,0,0.04514,0,0.00437,0,0,0.10254,0.09927,0.26523,1.40442,0.32469,0,0,0.31472,0,0,0.0524,0,0.10333,0,0,0.04862,0.00117,0,0,0.18932,0,0.03097,0,0,0,0.02367,0.36939,0,0,0.04175,0,0.01179,0,0,0,0.00742,0,0.05975,0.02292,0.95904,0.02973,0.36974,0.01597,0,0.29341,0,1.67758,0.55355,0.00168,0,0,0.69977,0.20265,0,0,0,0.03439,0,0,4.46334,0.32932,0.00983,1.54198,0.81359,0.00959,0,0,3.28292,0,0.05068,0.69978,0,0,0,0,0,0.02574,0,0,0.14457,0,0,0,0.76516,0,0,0,0,0.01648,0,0.0729,0.05137,0,0,0,0,0,3.58263,0,0,4.42837,1.42313,0,0.11229,0,0,0.46244,0,0,0,0,0.10342,0,0,0.00844,9.83582,0,0,0,0,4.75557,0.00848,0,3.55708,0,0,0,0.01524,0,4.78763,2.50238,0.00449,0.04346,0,1.36851,0,0.08232,0,0,0.00692,0,0.25267,0,0.30989,0.31492,0.00123,0.58743,1.53159,0,0.84414,0.76502,0.00349,0,0.13564,0,0.00372,0.42306,0.32285,0,0,0,0.29215,2.95185,0,0.17455,0.45364,0,0.1152,0.05871,0,0.0292,0,0,0,2.12252,0,0,0,0.0113,0.01632,0.82487,0,0,0,0.18883,0,0.00139,0,0,0,0.00491,0,0,2.55081,0,0,0,0.02784,0.00165,0,0.1784,0,0.73405,0,0,0,0.06063,0,0,0.06695,0,0,0.51007,0,0.00224,0,0,0,0,0,0,0,0,0,0.00333,0,0.02834
0,0,0,2.26471,0.48953,0.00271,1.73748,0,0,0,0,0.01177,0.22134,0,0.00983,0.00053,2.38004,0.14768,2.18211,0,0,0,0.0134,0,0,0,0,0,0,0,0,0,0.15162,0,0,1.96081,0,0,0,0.04514,0,0.00437,0,0,0.10254,0.09927,0.26523,1.40442,0.32469,0,0,0.31472,0,0,0.0524,0,0.10333,0,0,0.04862,0.00117,0,0,0.18932,0,0.03097,0,0,0,0.02367,0.36939,0,0,0.04175,0,0.01179,0,0,0,0.00742,0,0.05975,0.02292,0.95904,0.02973,0.36974,0,0,0.29341,0,1.67758,0.55355,0.00168,0,0,0.69977,0.20265,0,0,0,0.03439,0,0,4.46334,0.32932,0.00983,1.54198,0.81359,0.00959,0,0,3.28292,0,0.03875,0.69978,0,0,0,0,0,0.02574,0,0,0.14457,0,0,0,0.76516,0,0,0,0,0.01648,0,0.0729,0.05137,0,0,0,0,0,3.58263,0,0,4.42837,1.42313,0,0.11229,0,0,0.46244,0,0,0,0,0.10342,0,0,0.00844,9.83582,0,0,0,0,4.75557,0.00848,0,3.55708,0,0,0,0.01524,0,4.78763,2.50238,0.00449,0.04346,0,1.36851,0,0.08232,0,0,0.00692,0,0.25267,0,0.30989,0.31492,0.00123,0.58743,1.53159,0,0.84414,0.76502,0.00349,0,0.13564,0,0.00372,0.42306,0.32285,0,0,0,0.29215,2.95185,0,0.01897,0.45364,0,0.1152,0.05871,0,0.0292,0,0,0,2.12252,0,0,0,0.0113,0,0.82487,0,0,0,0.18883,0,0.00139,0,0,0,0.00491,0,0,2.55081,0,0,0,0.02307,0.00165,0,0.1784,0,0.73405,0,0,0,0.06063,0,0,0.06695,0,0,0.51007,0,0.00224,0,0,0,0,0,0,0,0,0,0.00122,0,0.0121
0,0,0,2.26471,0.48953,0.00271,1.73748,0,0,0,0,0.01177,0.22134,0,0.00983,0.00053,2.38004,0.14768,2.18211,0,0,0,0.0134,0,0,0,0,0,0,0,0,0,0.15162,0,0,1.96081,0,0,0,0.04514,0,0.00437,0,0,0.10254,0.09927,0,1.40442,0.32469,0,0,0.31472,0,0,0.0524,0,0.10333,0,0,0.04862,0.00117,0,0,0.18932,0,0.03097,0,0,0,0.02367,0.36939,0,0,0.04175,0,0.01179,0,0,0,0.00742,0,0.05975,0.02292,0.95904,0.02973,0.36974,0,0,0.29341,0,1.67758,0.55355,0.00168,0,0,0.69977,0.20265,0,0,0,0.03439,0,0,4.46334,0.32932,0.00983,1.54198,0.81359,0.00959,0,0,3.28292,0,0.03875,0.69978,0,0,0,0,0,0.02574,0,0,0.14457,0,0,0,0.76516,0,0,0,0,0.01648,0,0.0729,0.05137,0,0,0,0,0,3.58263,0,0,4.42837,1.42313,0,0.11229,0,0,0.46244,0,0,0,0,0.10342,0,0,0.00844,9.83582,0,0,0,0,4.75557,0.00848,0,3.55708,0,0,0,0.01524,0,4.78763,2.50238,0.00449,0.04346,0,1.36851,0,0.08232,0,0,0.00692,0,0.25267,0,0.30989,0.31492,0.00123,0.58743,1.53159,0,0.84414,0.76502,0.00349,0,0.13564,0,0.00372,0.42306,0.32285,0,0,0,0.29215,2.95185,0,0.01897,0.45364,0,0.1152,0.05871,0,0.0292,0,0,0,2.12252,0,0,0,0.0113,0,0.82487,0,0,0,0.18883,0,0.00139,0,0,0,0.00491,0,0,2.55081,0,0,0,0.02307,0.00165,0,0.1784,0,0.73405,0,0,0,0.06063,0,0,0.06695,0,0,0.51007,0,0.00224,0,0,0,0,0,0,0,0,0,0.00122,0,0.0121
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01305,0,0.08103,0,0,0,0,0,0,0.01707,0,0.00123,0,0.0155,0,0.03433,0.00355,0,0,0,0,0.00145,0,0,0,0,0,0.01787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0,0,0,0,0,0,0,0,0,0.00122,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01305,0,0.08103,0,0,0,0,0,0,0.01707,0,0.00123,0,0.0155,0,0.03433,0.00355,0,0,0,0,0.00145,0,0,0,0,0,0.01787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0,0,0,0,0,0,0,0,0,0.00122,0,0
0,0,0,0,0,0,0,0.00532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0.01624
0,0,0,0,0,0,0,0.00532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148,0,0.01624
2.87596,0.97664,14.81263,1.89115,3.57015,2.97364,8.94165,4.81651,5.71257,16.38865,4.64701,10.40521,26.15344,1.1453,21.20505,1.68093,1.37044,6.30474,1.77993,0.30057,0.96758,2.47797,3.55171,1.52356,26.7476,16.31837,6.55436,1.41916,2.48483,1.80864,1.77131,0.68097,2.4225,2.02922,5.02156,23.97908,4.12358,8.19496,31.59333,13.01941,11.41979,2.27063,1.15119,0.48533,21.01603,1.37584,1.88431,4.23433,7.07544,1.27607,1.58977,6.30335,10.38069,2.27245,1.36861,0.79415,6.73454,1.98846,2.65701,2.15607,3.87986,1.30786,1.75206,12.76354,4.1234,2.99524,1.02706,0.57167,5.71756,4.47492,5.02367,5.44347,3.9775,6.44024,11.49351,0.61864,2.75559,1.68973,2.52828,13.51248,2.78942,18.67945,2.81739,1.29613,1.5242,1.65273,2.05232,0.70243,3.92481,3.36398,1.67231,1.80741,2.57732,1.38478,0.61327,2.73108,31.2772,1.26541,13.20696,5.47995,6.5611,0.4976,4.30419,2.65704,9.6008,7.34126,7.98026,5.48498,2.0335,1.44421,10.56267,7.57575,1.42241,6.59201,1.35845,1.15809,1.07058,2.68616,1.57819,1.49112,6.09182,3.9975,1.00906,0.85853,42.52874,2.81185,1.44095,1.21653,3.44476,0.64249,0.39997,5.84794,5.82756,15.68819,0.52113,8.25777,32.27116,19.94498,2.00222,0.11062,2.64625,24.05548,5.63699,6.59663,2.20091,2.64097,3.65585,1.16251,0.52853,2.69574,2.106,2.40871,9.35244,3.18405,62.29118,0.72882,18.09834,2.39785,7.406,11.42084,4.48387,4.83018,26.09081,4.92517,2.0761,3.14337,2.71973,5.37074,2.11359,1.03058,5.26761,0.0243,3.04833,6.34873,10.49398,4.41075,46.12238,0.7146,1.21414,3.07753,1.42845,1.24994,11.57805,10.45614,0.51085,26.11594,3.85912,4.18713,8.5793,4.6512,9.29993,47.65715,6.14718,10.15496,5.73886,21.98575,2.56532,34.44817,1.4132,7.93661,6.05369,3.48875,4.05569,2.80899,7.82845,5.48423,1.95983,2.99149,2.21231,2.45263,1.3539,1.45964,2.39517,4.42102,3.73048,1.29911,0.76038,2.74129,6.2225,1.07024,1.21367,31.15224,7.48662,5.16409,3.13856,1.60963,6.28693,2.72024,8.26681,2.67634,4.99501,0.63748,0.39221,18.22405,0.94713,7.93474,4.04876,38.73687,0.03464,3.58488,7.17035,18.83826,2.62706,10.15446,1.93473,9.8078,0.7153,1.26871,3.93127,0.56573,7.78892,13.05406,0.10873,13.63404,6.66523,6.21333,2.73521,2.32854,17.05705,1.32734,1.66585,4.92915,10.1155,0.11496,54.40192,22.07078,0.33414,2.48522,7.28541,1.73798,1.40518
0.62329,0.10069,0.74936,1.07663,1.96903,0.0781,0.32576,2.67293,4.57264,0.29126,1.16633,2.54931,0.80914,0.03872,1.45436,0.23942,0.33327,0.45861,1.12483,0.17806,0,0.69796,1.14431,0.38266,0.06997,0,0.10561,0.04976,0.37444,0.85608,0.11539,0.05772,0.4053,1.21038,3.73737,0.23688,2.52226,0.45764,0.17014,0.96785,1.21957,0.0033,0.66899,0.03291,0.12047,0.14477,0,0.35605,0.05185,0.03334,0.03164,1.35248,0.15437,0.76615,0.33588,0.15863,4.1606,0.80245,0.07768,0.26585,0.00485,0,0.97668,5.17755,0.67627,0.11316,0.43394,0.00278,0.02732,0.41856,0.05961,0.37866,1.65512,0.37484,0.15715,0.44401,0,0.93887,0.03441,0.24124,1.02238,0.49111,1.09765,0.05759,0.0959,0.08282,0.05491,0.20572,0.76248,0.9575,0.3671,0.02433,0.09107,0.63187,0.14474,1.67624,5.79167,0.12888,3.8194,0.38612,0.21424,0,2.47976,0.42637,0.1966,0.3484,0.44639,0.57177,0.24903,0.37476,0.38403,2.68258,0.02223,0.01059,0.13641,0.2857,0.46218,0.09122,0.03973,0.28275,2.63886,2.18118,0.09833,0.02426,0,1.2943,0.06765,0.08265,0.11494,0,0.26456,3.1574,0.47316,0,0.00256,0.02493,0.22099,0,0.70993,0,0.60643,0.26781,0,0.39012,0.81591,0.00412,0.04997,0.35875,0.10909,0.11296,0.04962,0.63805,0.04697,0.62535,0,0.09047,0.01044,1.91958,2.36357,0,0.45044,1.16627,0,0.4022,1.0669,0.89061,0,0.39427,0.11754,0.5433,3.38122,0,0.61494,1.76523,0.44322,0.04584,0.41462,0,0.35748,0.62693,0.19951,0.43708,0.16373,0.15469,0.11328,0,0.28773,1.09568,0.60939,1.20033,0.01258,0,0.11429,0.30478,2.36456,0.79431,0.4372,0.9252,0.64924,0.43357,0.58803,0.83624,0.3576,0.26471,3.91313,0.18872,0.75238,0.46027,2.07203,1.48259,0.02585,0.01114,0.12822,0.03907,0.19121,0.25353,0.57132,0.34048,3.3236,0.51226,0.34365,0.65198,0.43914,1.45604,0.19821,0.26057,0.76088,0.05533,0.5282,0.49795,0.38934,0.08468,0.09231,0.05258,0.01895,0.95339,0.81666,0,0.02782,0.18481,0.16793,0.07866,0.4626,0.25487,0.01724,0.9288,0.24766,0.6527,0.21941,0.20642,0.49146,7.60734,0.08778,0,0.79911,0,0.32227,1.99237,0.48623,0.17327,0.89057,1.75707,0.29846,0.02474,0.37278,0,0.09707,0.90446,0.4176,0.86563,0.26057
